100:rest:euclid,0.6084905660377359,100:rest:original,0.32075471698113206
100:rest:riemann,0.6698113207547169,,
100:rest:kullback_sym,0.6745283018867925,,
100:rest:harmonic,0.3867924528301887,,
100:rest:logeuclid,0.6698113207547169,,
100:emotion:euclid,0.2735849056603773,,
100:emotion:riemann,0.3820754716981132,,
100:emotion:kullback_sym,0.4150943396226415,,
100:emotion:harmonic,0.13679245283018868,,
100:emotion:logeuclid,0.41981132075471705,,
100:gambling:euclid,0.3349056603773585,,
100:gambling:riemann,0.429245283018868,,
100:gambling:kullback_sym,0.4528301886792453,,
100:gambling:harmonic,0.16037735849056606,,
100:gambling:logeuclid,0.4669811320754717,,
100:language:euclid,0.589622641509434,,
100:language:riemann,0.6792452830188679,,
100:language:kullback_sym,0.6839622641509434,,
100:language:harmonic,0.30660377358490565,,
100:language:logeuclid,0.6981132075471698,,
100:motor:euclid,0.4669811320754717,,
100:motor:riemann,0.4481132075471698,,
100:motor:kullback_sym,0.4575471698113208,,
100:motor:harmonic,0.2735849056603773,,
100:motor:logeuclid,0.4811320754716981,,
100:relational:euclid,0.4056603773584906,,
100:relational:riemann,0.4952830188679245,,
100:relational:kullback_sym,0.490566037735849,,
100:relational:harmonic,0.19339622641509435,,
100:relational:logeuclid,0.5188679245283019,,
100:social:euclid,0.5424528301886793,,
100:social:riemann,0.6084905660377359,,
100:social:kullback_sym,0.6132075471698113,,
100:social:harmonic,0.3207547169811321,,
100:social:logeuclid,0.6367924528301887,,
100:wm:euclid,0.5849056603773585,,
100:wm:riemann,0.6226415094339622,,
100:wm:kullback_sym,0.6320754716981132,,
100:wm:harmonic,0.37264150943396224,,
100:wm:logeuclid,0.6367924528301887,,
200:rest:euclid,0.7971698113207547,,
200:rest:riemann,0.8018867924528302,,
200:rest:kullback_sym,0.8066037735849056,,
200:rest:harmonic,0.3632075471698113,,
200:rest:logeuclid,0.8066037735849056,,
200:emotion:euclid,0.1509433962264151,,
200:emotion:riemann,0.5801886792452831,,
200:emotion:kullback_sym,0.6509433962264151,,
200:emotion:harmonic,0.08018867924528301,,
200:emotion:logeuclid,0.660377358490566,,
200:gambling:euclid,0.5707547169811321,,
200:gambling:riemann,0.6650943396226415,,
200:gambling:kullback_sym,0.6933962264150944,,
200:gambling:harmonic,0.1650943396226415,,
200:gambling:logeuclid,0.7028301886792453,,
200:language:euclid,0.7311320754716981,,
200:language:riemann,0.8679245283018868,,
200:language:kullback_sym,0.8820754716981132,,
200:language:harmonic,0.2641509433962264,,
200:language:logeuclid,0.8915094339622641,,
200:motor:euclid,0.7075471698113207,,
200:motor:riemann,0.7405660377358491,,
200:motor:kullback_sym,0.7547169811320755,,
200:motor:harmonic,0.30660377358490565,,
200:motor:logeuclid,0.7641509433962265,,
200:relational:euclid,0.6084905660377359,,
200:relational:riemann,0.7452830188679245,,
200:relational:kullback_sym,0.75,,
200:relational:harmonic,0.17452830188679244,,
200:relational:logeuclid,0.75,,
200:social:euclid,0.7877358490566038,,
200:social:riemann,0.8207547169811321,,
200:social:kullback_sym,0.8301886792452831,,
200:social:harmonic,0.2830188679245283,,
200:social:logeuclid,0.8490566037735849,,
200:wm:euclid,0.7405660377358491,,
200:wm:riemann,0.7688679245283019,,
200:wm:kullback_sym,0.7830188679245284,,
200:wm:harmonic,0.2783018867924528,,
200:wm:logeuclid,0.7877358490566038,,
300:rest:euclid,0.8207547169811321,,
300:rest:riemann,0.8443396226415094,,
300:rest:kullback_sym,0.8584905660377359,,
300:rest:harmonic,0.3490566037735849,,
300:rest:logeuclid,0.8679245283018868,,
300:emotion:euclid,0.2452830188679245,,
300:emotion:riemann,0.7830188679245284,,
300:emotion:kullback_sym,0.8632075471698113,,
300:emotion:harmonic,0.08018867924528301,,
300:emotion:logeuclid,0.8396226415094341,,
300:gambling:euclid,0.16037735849056606,,
300:gambling:riemann,0.7311320754716981,,
300:gambling:kullback_sym,0.7735849056603774,,
300:gambling:harmonic,0.10377358490566037,,
300:gambling:logeuclid,0.7830188679245284,,
300:language:euclid,0.5094339622641509,,
300:language:riemann,0.9150943396226416,,
300:language:kullback_sym,0.9150943396226416,,
300:language:harmonic,0.13679245283018868,,
300:language:logeuclid,0.9198113207547168,,
300:motor:euclid,0.3207547169811321,,
300:motor:riemann,0.8443396226415094,,
300:motor:kullback_sym,0.8820754716981132,,
300:motor:harmonic,0.14622641509433962,,
300:motor:logeuclid,0.8820754716981132,,
300:relational:euclid,0.2641509433962264,,
300:relational:riemann,0.8349056603773585,,
300:relational:kullback_sym,0.8726415094339622,,
300:relational:harmonic,0.08490566037735849,,
300:relational:logeuclid,0.8537735849056604,,
300:social:euclid,0.33962264150943394,,
300:social:riemann,0.8820754716981132,,
300:social:kullback_sym,0.9009433962264152,,
300:social:harmonic,0.10849056603773584,,
300:social:logeuclid,0.9009433962264152,,
300:wm:euclid,0.8443396226415094,,
300:wm:riemann,0.8915094339622641,,
300:wm:kullback_sym,0.9009433962264152,,
300:wm:harmonic,0.2830188679245283,,
300:wm:logeuclid,0.8962264150943396,,
400:rest:euclid,0.8679245283018868,,
400:rest:riemann,0.8584905660377359,,
400:rest:kullback_sym,0.8867924528301887,,
400:rest:harmonic,0.3632075471698113,,
400:rest:logeuclid,0.8962264150943396,,
400:emotion:euclid,0.2169811320754717,,
400:emotion:riemann,0.8396226415094341,,
400:emotion:kullback_sym,0.9056603773584906,,
400:emotion:harmonic,0.12264150943396225,,
400:emotion:logeuclid,0.9009433962264152,,
400:gambling:euclid,0.2358490566037736,,
400:gambling:riemann,0.7783018867924528,,
400:gambling:kullback_sym,0.8349056603773585,,
400:gambling:harmonic,0.10377358490566037,,
400:gambling:logeuclid,0.8160377358490566,,
400:language:euclid,0.3632075471698113,,
400:language:riemann,0.9433962264150944,,
400:language:kullback_sym,0.9339622641509434,,
400:language:harmonic,0.1320754716981132,,
400:language:logeuclid,0.9433962264150944,,
400:motor:euclid,0.4245283018867925,,
400:motor:riemann,0.8915094339622641,,
400:motor:kullback_sym,0.9198113207547168,,
400:motor:harmonic,0.11320754716981132,,
400:motor:logeuclid,0.9150943396226416,,
400:relational:euclid,0.2641509433962264,,
400:relational:riemann,0.8679245283018868,,
400:relational:kullback_sym,0.9150943396226416,,
400:relational:harmonic,0.11320754716981132,,
400:relational:logeuclid,0.8867924528301887,,
400:social:euclid,0.3962264150943397,,
400:social:riemann,0.9103773584905659,,
400:social:kullback_sym,0.929245283018868,,
400:social:harmonic,0.1320754716981132,,
400:social:logeuclid,0.9245283018867924,,
400:wm:euclid,0.3915094339622642,,
400:wm:riemann,0.9056603773584906,,
400:wm:kullback_sym,0.9150943396226416,,
400:wm:harmonic,0.11320754716981132,,
400:wm:logeuclid,0.9198113207547168,,
,,100:emotion:original,0.09433962264150944
,,100:gambling:original,0.1509433962264151
,,100:language:original,0.29245283018867924
,,100:motor:original,0.07547169811320754
,,100:relational:original,0.08490566037735849
,,100:social:original,0.2075471698113208
,,100:wm:original,0.2547169811320755
,,200:rest:original,0.4056603773584906
,,200:emotion:original,0.10377358490566037
,,200:gambling:original,0.1792452830188679
,,200:language:original,0.3962264150943397
,,200:motor:original,0.10377358490566037
,,200:relational:original,0.1509433962264151
,,200:social:original,0.3113207547169811
,,200:wm:original,0.3679245283018868
,,300:rest:original,0.4339622641509434
,,300:emotion:original,0.09433962264150944
,,300:gambling:original,0.2358490566037736
,,300:language:original,0.4056603773584906
,,300:motor:original,0.08490566037735849
,,300:relational:original,0.18867924528301888
,,300:social:original,0.33962264150943394
,,300:wm:original,0.4150943396226415
,,400:rest:original,0.4528301886792453
,,400:emotion:original,0.12264150943396225
,,400:gambling:original,0.22641509433962265
,,400:language:original,0.4622641509433962
,,400:motor:original,0.10377358490566037
,,400:relational:original,0.1792452830188679
,,400:social:original,0.33962264150943394
,,400:wm:original,0.4433962264150944
